feedback_id,feedback_text,aspects,sentiments,num_aspects
fb_03073,Not good value for money at all.. Overpriced rn,Value for Money,Negative,1
fb_03074,SIM activation process is unnecessarily complicated.,SIM Activation,Negative,1
fb_03075,Network outage without prior notice is unacceptable. Value for money is declining year over year. SIM activation was a nightmare. Multiple store visits needed.,Network Outage|Value for Money|SIM Activation,Negative|Negative|Negative,3
fb_03076,SIM activation via video KYC is innovative and fast.,SIM Activation,Positive,1
fb_03077,Value for money is questionable given the service quality. Validity is too short for the price charged.,Value for Money|Data Validity,Negative|Negative,2
fb_03078,Value for money has decreased with price hikes. Data validity on budget plans is stingy.,Value for Money|Data Validity,Negative|Negative,2
fb_03079,No network outages in my area for months. Stable.,Network Outage,Positive,1
fb_03080,Network outage notification system has improved. Activation documentation requirements are excessive.,Network Outage|SIM Activation,Positive|Negative,2
fb_03081,Network outage without prior notice is unacceptable.,Network Outage,Negative,1
fb_03082,Premium pricing for budget quality. What a gr8 deal... NOT.,Data Validity,Negative,1
fb_03083,ugh sIM activation process is unnecessarily complicated.,SIM Activation,Negative,1
fb_03084,Value for money is EXCELLENT. Best in the market. Network outage was brief. Acceptable. Data validity countdown should pause during outages. Activation documentation requirements are excessive.,Value for Money|Network Outage|Data Validity|SIM Activation,Positive|Neutral|Negative|Negative,4
fb_03085,Value for money is questionable given the service quality. Data validity of 28 days is too short. Not a month.,Value for Money|Data Validity,Negative|Negative,2
fb_03086,Validity starts from recharge not activation. Unfair. Network outage without prior notice is unacceptable.,Data Validity|Network Outage,Negative|Negative,2
fb_03087,Value for money is questionable given the service quality. Outage during emergency. Couldnt call for help.,Value for Money|Network Outage,Negative|Negative,2
fb_03088,Network outage without prior ntice is unacceptable. SIM activation was a nightmare. Multiple store visits needed. Smh.,Network Outage|SIM Activation,Negative|Negative,2
fb_03089,Activation was quick and hassle-free. Done in minutes. Validity is too short for the price charged.,SIM Activation|Data Validity,Positive|Negative,2
fb_03090,Validity starts from recharge not activation. Unfair.,Data Validity,Negative,1
fb_03091,Smooth activation process. No store visit needed. Outage recovery is fast. Usually back in 30 minutes. Validity is too short for the price charged.,SIM Activation|Network Outage|Data Validity,Positive|Positive|Negative,3
fb_03092,Data validity of 84 days is PERFECT for my usage. Poor value for the price charged. Activation process is straightforward now.,Data Validity|Value for Money|SIM Activation,Positive|Negative|Neutral,3
fb_03093,Data validity is standard across providers. Network outage every week is unacceptable.,Data Validity|Network Outage,Neutral|Negative,2
fb_03094,Value for money is questionable given the service quality. SIM activation process is well documented and easy.,Value for Money|SIM Activation,Negative|Positive,2
fb_03095,Validity starts from recharge not activation. Unfair.,Data Validity,Negative,1
fb_03096,Validity starts from recharge not activation. Unfair. SIM activation took 5 days. Way too long.,Data Validity|SIM Activation,Negative|Negative,2
fb_03097,SIM activation process is unnecessarily complicated.,SIM Activation,Negative,1
fb_03098,Value for money has decreased with price hikes.,Value for Money,Negative,1
fb_03099,SIM activation took 5 days. Way too long.,SIM Activation,Negative,1
fb_03100,Network outage without prior notice is unacceptable. Value for money is declining year over year. Data validity is generous on premium plans. SIM activation was a nightmare. Multiple store visits needed.,Network Outage|Value for Money|Data Validity|SIM Activation,Negative|Negative|Positive|Negative,4
fb_03101,Pricing is reasonable for the quality of service.,Pricing,Positive,1
fb_03102,Mobile app is adequate. Gets the job done.,Mobile App Experience,Neutral,1
fb_03103,OTT bundle is adequate for casual viewing...,OTT Bundle Services,Neutral,1
fb_03104,Pricing is the best in the market right now.,Pricing,Positive,1
fb_03105,Mobile app is acceptable. No major issues. OTT bundle with 7 apps is incredible value.,Mobile App Experience|OTT Bundle Services,Neutral|Positive,2
fb_03106,App is bloated and slow. Takes forever to load. 5G coverage is expanding rapidly. Good progress. OTT streaming quality is excellent with this plan rn,Mobile App Experience|5G Experience|OTT Bundle Services,Negative|Positive|Positive,3
fb_03107,OTT bundle auto-renewal is seamless. No interruption imo,OTT Bundle Services,Positive,1
fb_03108,Pricing is too high for the service quality.,Pricing,Negative,1
fb_03109,Pricing is competitive for what they offer. OTT bundle is the main reason I chose this provider imo,Pricing|OTT Bundle Services,Positive|Positive,2
fb_03110,OTT content is refreshed monthly. Good variety. 5G in my city is genuinely impressive.,OTT Bundle Services|5G Experience,Positive|Positive,2
fb_03111,OTT bundle with 7 apps is incredible value.,OTT Bundle Services,Positive,1
fb_03112,5G speeds are incredible. Consistently above 500mbps. Fair pricing across all plan tiers. OTT services are standard. Average content.,5G Experience|Pricing|OTT Bundle Services,Positive|Positive|Neutral,3
fb_03113,Mobile app dark mode and biometric login are great.,Mobile App Experience,Positive,1
fb_03114,5G makes streaming and gaming lag-free.,5G Experience,Positive,1
fb_03115,Mobile app payment gateway works smoothly.,Mobile App Experience,Positive,1
fb_03116,Mobile app is smooth and well designed. Easy to use. 5G speeds barely better than 4G. Disappointing. Pricing is transparent with no hidden charges.,Mobile App Experience|5G Experience|Pricing,Positive|Negative|Positive,3
fb_03117,App is fantastic for managing everything in one place.,Mobile App Experience,Positive,1
fb_03118,OTT bundle stopped working after renewal. App is fast and feature-rich. Best telecom app.,OTT Bundle Services|Mobile App Experience,Negative|Positive,2
fb_03119,"Wonderful... 5G promised, 2G delivered. Truly next generation experience.",OTT Bundle Services|Mobile App Experience|5G Experience|Pricing,Positive|Neutral|Negative|Positive,4
fb_03120,OTT content is refreshed monthly. Good variety.,OTT Bundle Services,Positive,1
fb_03121,Mobile app payment gateway works smoothly. Pricing is the best in the market right now??!,Mobile App Experience|Pricing,Positive|Positive,2
fb_03122,Mobile app is smooth and well designed. Easy to use tbh,Mobile App Experience,Positive,1
fb_03123,OTT bundle with 7 apps is incredible value.,OTT Bundle Services,Positive,1
fb_03124,App is super fast and feature-rich. Best telecom app.,Mobile App Experience,Positive,1
fb_03125,App is fantastic for managing everything in one place. Pricing is reasonable for the quality of service. 5G experience is transformative for mobile usage.,Mobile App Experience|Pricing|5G Experience,Positive|Positive|Positive,3
fb_03126,App is fast and feature-rich. Best telecom app. OTT bundle auto-renewal is seamless. No interruption.,Mobile App Experience|OTT Bundle Services,Positive|Positive,2
fb_03127,Pricing is the best in the market right now..,Pricing,Positive,1
fb_03128,OTT bundle auto-renewal is seamless. No interruption. Mobile app is smooth and well designed. Easy to use.,OTT Bundle Services|Mobile App Experience,Positive|Positive,2
fb_03129,OTT content is refreshed monthly. Good variety.,OTT Bundle Services,Positive,1
fb_03130,Pricing is fair for the mid-range plans!!!,Pricing,Neutral,1
fb_03131,Fair pricing across all plan tiers.,Pricing,Positive,1
fb_03132,Pricing is average. Nothing special. OTT bundle is the main reason I chose this provider. 5G experience is transformative for mobile usage. Mobile app payment gateway works smoothly.,Pricing|OTT Bundle Services|5G Experience|Mobile App Experience,Neutral|Positive|Positive|Positive,4
fb_03133,Pricing is not competitive anymore. App is fast and feature-rich. Best telecom app.,Pricing|Mobile App Experience,Negative|Positive,2
fb_03134,Pricing is transparent with no hidden charges. 5G experience is transformative for mobile usage.,Pricing|5G Experience,Positive|Positive,2
fb_03135,App is fast and feature-rich. Best telecom app. 5G in my city is genuinely impressive.,Mobile App Experience|5G Experience,Positive|Positive,2
fb_03136,5G in my city is genuinely impressive. App is standard. Basic functionality works. Overpriced for what they deliver. OTT content is okay. Nothing exceptional.,5G Experience|Mobile App Experience|Pricing|OTT Bundle Services,Positive|Neutral|Negative|Neutral,4
fb_03137,Mobile app login keeps failing with OTP issues. Pricing is acceptable for what you get.,Mobile App Experience|Pricing,Negative|Neutral,2
fb_03138,App is okay.. Nothing special compared to competitors. 5G makes streaming and gaming lag-free. Pricing is transparent with no hidden charges.,Mobile App Experience|5G Experience|Pricing,Neutral|Positive|Positive,3
fb_03139,Pricing is the highest in the market.,Pricing,Negative,1
fb_03140,App size is 500MB which is ridiculous. Fair pricing across all plan tiers. 5G coverage is too limited to be useful. OTT bundle is decent. Standard offerings. Smh.,Mobile App Experience|Pricing|5G Experience|OTT Bundle Services,Negative|Positive|Negative|Neutral,4
fb_03141,5G in my city is genuinely impressive.,5G Experience,Positive,1
fb_03142,OTT streaming quality is excellent with this plan.,OTT Bundle Services,Positive,1
fb_03143,OTT bundle content library is mediocre.,OTT Bundle Services,Negative,1
fb_03144,5G is overhyped for daily use. Barely notice difference.,5G Experience,Neutral,1
fb_03145,5G experience is transformative for mobile usage. App is fantastic for managing everything in one place. OTT bundle with 7 apps is incredible value.,5G Experience|Mobile App Experience|OTT Bundle Services,Positive|Positive|Positive,3
fb_03146,5G coverage is expanding rapidly. Good progress. OTT bundle auto-renewal is seamless. No interruption. Mobile app dark mode and biometric login are great. Pricing is competitive for what they offer.,5G Experience|OTT Bundle Services|Mobile App Experience|Pricing,Positive|Positive|Positive|Positive,4
fb_03147,5G speeds are incredible. Consistently above 500mbps.,5G Experience,Positive,1
fb_03148,5G coverage is expanding rapidly. Good progress. App is fast and feature-rich. Best telecom app.,5G Experience|Mobile App Experience,Positive|Positive,2
fb_03149,5G drains battery too fast. Not practical. App is standard. Basic functionality works. Pricing is the best in the market rn.,5G Experience|Mobile App Experience|Pricing,Negative|Neutral|Positive,3
fb_03150,Pricing is the best in the market right now. Mobile app dark mode and biometric login are great. 5G speeds are incredible. Consistently above 500mbps!!!,Pricing|Mobile App Experience|5G Experience,Positive|Positive|Positive,3
fb_03151,Device compatibility is standard. International calling rates are very reasonable.,Device Compatibility|International Calling,Neutral|Positive,2
fb_03152,Congestion makes everything unusable after 7pm. All 4G and 5G bands supported on my phone. SMS spam filtering has improved significantly. International calling rates are absurdly high.,Network Congestion|Device Compatibility|SMS Services|International Calling,Negative|Positive|Positive|Negative,4
fb_03153,Device compatibility with eSIM is seamless. SMS delivery is fast. No delays noticed. Network congestion is terrible during peak hours. ISD call quality is crystal clear via VoLTE.,Device Compatibility|SMS Services|Network Congestion|International Calling,Positive|Positive|Negative|Positive,4
fb_03154,Network congestion is standard for this area. Device compatibility is okay. No major issues. International calling pack doesnt include video calls. SMS services are standard. Nothing fancy.,Network Congestion|Device Compatibility|International Calling|SMS Services,Neutral|Neutral|Negative|Neutral,4
fb_03155,Device compatibility with older phones is being dropped. International calling via WiFi calling is excellent.,Device Compatibility|International Calling,Negative|Positive,2
fb_03156,International calling drops mid-conversation.,International Calling,Negative,1
fb_03157,Love the customer support... if u enjoy listening to hold music for 45 mins.,International Calling,Negative,1
fb_03158,bruh network congestion is the worst during festivals.,Network Congestion,Negative,1
fb_03159,International calling via the app is free to many countries. Network congestion is the number one complaint.,International Calling|Network Congestion,Positive|Negative,2
fb_03160,Device compatibility is fine for mainstream phones. ISD call quality is poor with echo and delay. SMS spam is out of control. 30+ messages daily.,Device Compatibility|International Calling|SMS Services,Neutral|Negative|Negative,3
fb_03161,Works perfectly on all my devices. No issues.,Device Compatibility,Positive,1
fb_03162,Device compatibility is never an issue.,Device Compatibility,Positive,1
fb_03163,Compatible with all major brands. Network congestion is improving quarter over quarter. International calling rates are absurdly high. SMS services work well for banking and alerts.,Device Compatibility|Network Congestion|International Calling|SMS Services,Neutral|Positive|Negative|Positive,4
fb_03164,International calling rates are absurdly high. Congestion is unbearable in commercial areas. Device compatibility is excellent across all brands. Smh.,International Calling|Network Congestion|Device Compatibility,Negative|Negative|Positive,3
fb_03165,International calling pack auto-renews conveniently. SMS services are outdated. No RCS support.,International Calling|SMS Services,Positive|Negative,2
fb_03166,SMS delivery rate has dropped significantly. Device compatibility with budget phones needs work. Congestion makes everything unusable after 7pm. ISD call quality is poor with echo and delay. Ugh.,SMS Services|Device Compatibility|Network Congestion|International Calling,Negative|Negative|Negative|Negative,4
fb_03167,ISD call quality is crystal clear via VoLTE. SMS is adequate for OTP delivery.,International Calling|SMS Services,Positive|Neutral,2
fb_03168,SMS notifications are timely and helpful. All 4G and 5G bands supported on my phone.,SMS Services|Device Compatibility,Positive|Positive,2
fb_03169,SMS delivery is unreliable. OTPs arrive late.,SMS Services,Negative,1
fb_03170,International calling is standard. Nothing special. Congestion has reduced after tower upgrades. SMS deliv is instant and reliable. Never missed an OTP.,International Calling|Network Congestion|SMS Services,Neutral|Positive|Positive,3
fb_03171,ISD rates are okay for popular destinations...,International Calling,Neutral,1
fb_03172,Congestion is unbearable in commercial areas. SMS works for basic messaging needs. International calling pack doesnt include video calls. Works on most popular devices.,Network Congestion|SMS Services|International Calling|Device Compatibility,Negative|Neutral|Negative|Neutral,4
fb_03173,Congestion is okay. Depends on location and time. International calling drops mid-conversation.,Network Congestion|International Calling,Neutral|Negative,2
fb_03174,International calling rates are absurdly high.,International Calling,Negative,1
fb_03175,SMS gets delayed during peak hours!!!,SMS Services,Negative,1
fb_03176,Works on most popular devices.,Device Compatibility,Neutral,1
fb_03177,ISD call quality is crystal clear via VoLTE. All 4G and 5G bands supported on my phone. Congestion is acceptable. Not perfect but livable.,International Calling|Device Compatibility|Network Congestion,Positive|Positive|Neutral,3
fb_03178,Device compatibility is okay. No major issues. SMS spam is out of control. 30+ messages daily.,Device Compatibility|SMS Services,Neutral|Negative,2
fb_03179,Super impressed... by how bad the roaming charges are. Daylight robbery.,Device Compatibility,Negative,1
fb_03180,lol network congestion is the worst during festivals.,Network Congestion,Negative,1
fb_03181,Some bands not supported on my device. Network congestion is minimal in my area. International calling via WiFi calling is excellent.,Device Compatibility|Network Congestion|International Calling,Negative|Positive|Positive,3
fb_03182,Network congestion is the number one complaint!!!!,Network Congestion,Negative,1
fb_03183,Congestion iz nonexistent in my suburb. ISD call quality is poor with echo and delay. Works perfectly on all my devices. No issues rn,Network Congestion|International Calling|Device Compatibility,Positive|Negative|Positive,3
fb_03184,SMS delivery rate has dropped significantly. Device compatibility is never an issue.,SMS Services|Device Compatibility,Negative|Positive,2
fb_03185,Network congestion is manageable in my area..,Network Congestion,Neutral,1
fb_03186,Device compatibility with eSIM is seamless. Network congestion has reduced after 5G rollout. International calling rates are very reasonable.,Device Compatibility|Network Congestion|International Calling,Positive|Positive|Positive,3
fb_03187,Congestion makes everything unusable after 7pm.,Network Congestion,Negative,1
fb_03188,SERIOUSLY International calling rates are absurdly high. VoLTE doesnt work on my phone with this network. SMS services work well for banking and alerts.,International Calling|Device Compatibility|SMS Services,Negative|Negative|Positive,3
fb_03189,Congestion is okay. Depends on location and time. VoLTE doesnt work on my phone with this network??!,Network Congestion|Device Compatibility,Neutral|Negative,2
fb_03190,International calling rates are absurdly high.,International Calling,Negative,1
fb_03191,bruh congestion is nonexistent in my suburb. SMS gets delayed during peak hours. International calling rates are absurdly high. Device compatibility is standard!!!!,Network Congestion|SMS Services|International Calling|Device Compatibility,Positive|Negative|Negative|Neutral,4
fb_03192,SMS notifications are timely and helpful. International calling rates are absurdly high. Device compatibility is okay. No major issues. Network congestion is terrible during peak hours.,SMS Services|International Calling|Device Compatibility|Network Congestion,Positive|Negative|Neutral|Negative,4
fb_03193,Device compatibility is EXCELLENT across all brands. Network congestion has reduced after 5G rollout. International calling rates are absurdly high.,Device Compatibility|Network Congestion|International Calling,Positive|Positive|Negative,3
fb_03194,Works perfectly on all my devices. No issues. SMS services are declining in relevance but still needed. Congestion has reduced after tower upgrades. International calling via WiFi calling is excellent.,Device Compatibility|SMS Services|Network Congestion|International Calling,Positive|Neutral|Positive|Positive,4
fb_03195,SMS delivery is unreliable. OTPs arrive late.,SMS Services,Negative,1
fb_03196,Device compatibility is never an issue.,Device Compatibility,Positive,1
fb_03197,International calling to Africa is too expensive. Network congestion is the number one complaint. Device compatibility with older phones is being dropped.,International Calling|Network Congestion|Device Compatibility,Negative|Negative|Negative,3
fb_03198,SMS services are basic but functional. Network congestion is the worst during festivals.,SMS Services|Network Congestion,Neutral|Negative,2
fb_03199,"Oh brilliant, crawling speeds at peak hours. Exactly what I needed today.",International Calling|Device Compatibility|Network Congestion,Positive|Positive|Negative,3
fb_03200,International calling rates are very reasonable. Device compatibility issues with my imported phone.,International Calling|Device Compatibility,Positive|Negative,2
fb_03201,Number portability request rejected for invalid reason. Postpaid plan cancellation fee is outrageous. Network coverage in my area is pathetic. Dead zones everywhere. Speed is incredible on this network. Downloads are instant.,Number Portability|Postpaid Plans|Network Coverage|Internet Speed,Negative|Negative|Negative|Positive,4
fb_03202,Excellent coverage on highways and in rural areas too.,Network Coverage,Positive,1
fb_03203,lol internet speed matches what they advertise. Impressed.,Internet Speed,Positive,1
fb_03204,tbh portability exit is designed to frustrate you.,Number Portability,Negative,1
fb_03205,Number portability completed in 2 days. Smooth process. Coverage is strong everywhere I go. Reliable network.,Number Portability|Network Coverage,Positive|Positive,2
fb_03206,Postpaid plan is overpriced for what it offers.,Postpaid Plans,Negative,1
fb_03207,smh porting process is deliberately slow and complicated. Postpaid plan has too many hidden charges.,Number Portability|Postpaid Plans,Negative|Negative,2
fb_03208,Number portability process has improved significantly. Postpaid plan doesnt deliver what was promised.,Number Portability|Postpaid Plans,Positive|Negative,2
fb_03209,tbh worst coverage I've experienced. Switching soon.,Network Coverage,Negative,1
fb_03210,Number portability was straightforward and fast.,Number Portability,Positive,1
fb_03211,Speed is decent during off-peak hours. Number portability should not take more than 24 hours. Postpaid plan lock-in period is unfair. Network coverage is terrible. Zero signal in my building.,Internet Speed|Number Portability|Postpaid Plans|Network Coverage,Neutral|Negative|Negative|Negative,4
fb_03212,Postpaid plan is decent. Nothing exceptional. Network coverage is nonexistent in basements and parking areas. Speed fluctuates wildly. Inconsistent and unreliable.,Postpaid Plans|Network Coverage|Internet Speed,Neutral|Negative|Negative,3
fb_03213,Ported successfully without any downtime fr,Number Portability,Positive,1
fb_03214,Network coverage is the best feature. Always have full bars. Porting was quick and painless. No issues.,Network Coverage|Number Portability,Positive|Positive,2
fb_03215,Coverage drops constantly. Cant rely on this network. Internet speed is pathetically slow. Paying for 100mbps getting 5. Postpaid plan is acceptable for basic needs. Number portability took 2 weeks. Ridiculous delay.,Network Coverage|Internet Speed|Postpaid Plans|Number Portability,Negative|Negative|Neutral|Negative,4
fb_03216,Fantastic... paid for internet speed and got nothing. Slow clap.,Internet Speed|Network Coverage|Number Portability|Postpaid Plans,Negative|Negative|Negative|Neutral,4
fb_03217,Portability exit is designed to frustrate you. Internet speed is standard. Nothing exceptional. Network coverage in my area is pathetic. Dead zones everywhere.,Number Portability|Internet Speed|Network Coverage,Negative|Neutral|Negative,3
fb_03218,ngl porting process is deliberately slow and complicated.,Number Portability,Negative,1
fb_03219,tbh postpaid plan benefits are standard. Network coverage is terrible. Zero signal in my building.,Postpaid Plans|Network Coverage,Neutral|Negative,2
fb_03220,Coverage drops constantly. Cant rely on this network. Number portability completed in 2 days. Smooth process.,Network Coverage|Number Portability,Negative|Positive,2
fb_03221,Coverage is fine for basic use.,Network Coverage,Neutral,1
fb_03222,bruh portability exit is designed to frustrate you. Coverage drops constantly. Cant rely on this network.,Number Portability|Network Coverage,Negative|Negative,2
fb_03223,Internet speed is average. Gets the job done for basic tasks.,Internet Speed,Neutral,1
fb_03224,Number portability request rejected for invalid reason. Postpaid plan cancellation fee is outrageous.,Number Portability|Postpaid Plans,Negative|Negative,2
fb_03225,Postpaid plan lock-in period is unfair!!! Internet speed is terrible!!! Pages take forever to load!!!,Postpaid Plans|Internet Speed,Negative|Negative,2
fb_03226,Speed drops to nothing during peak hours. Unusable.,Internet Speed,Negative,1
fb_03227,Internet speed is acceptable for browsing and email.. Postpaid plan cancellation fee is outrageous.,Internet Speed|Postpaid Plans,Neutral|Negative,2
fb_03228,Number portability should not take more than 24 hours.,Number Portability,Negative,1
fb_03229,Network coverage is terrible. Zero signal in my building. Speed test shows above promised speeds. Rare and impressive. Number portability took 2 weeks. Ridiculous delay smh,Network Coverage|Internet Speed|Number Portability,Negative|Positive|Negative,3
fb_03230,Postpaid plan doesnt deliver what was promised. Number portability took 2 weeks. Ridiculous delay!!!!,Postpaid Plans|Number Portability,Negative|Negative,2
fb_03231,Network coverage has improved significantly. Good signal even indoors.,Network Coverage,Positive,1
fb_03232,bruh speed is okay. Not the fastest but manageable. Porting process is straightforward now. Postpaid plan cancellation fee is outrageous.,Internet Speed|Number Portability|Postpaid Plans,Neutral|Neutral|Negative,3
fb_03233,Number portability took 2 weeks. Ridiculous delay. Speed fluctuates wildly. Inconsistent and unreliable. Network coverage is excellent in my area. Never lose signal.,Number Portability|Internet Speed|Network Coverage,Negative|Negative|Positive,3
fb_03234,Number portability completed in 2 days. Smooth process. Fast internet speed for streaming and gaming. No buffering.,Number Portability|Internet Speed,Positive|Positive,2
fb_03235,Internet speed is blazing fast. Consistently above 100mbps. Network coverage is terrible. Zero signal in my building.,Internet Speed|Network Coverage,Positive|Negative,2
fb_03236,Amazing how they manage to have outages every single week. Talent.,Number Portability|Postpaid Plans,Negative|Negative,2
fb_03237,Speed is decent during off-peak hours. Postpaid plan lock-in period is unfair.,Internet Speed|Postpaid Plans,Neutral|Negative,2
fb_03238,Postpaid plan upgrade was seamless. No downtime. Portability exit is designed to frustrate you.,Postpaid Plans|Number Portability,Positive|Negative,2
fb_03239,Speed fluctuates wildly. Inconsistent and unreliable. Number portability took teh standard 3-5 days. Network coverage is standard. Nothing special.,Internet Speed|Number Portability|Network Coverage,Negative|Neutral|Neutral,3
fb_03240,Postpaid plan has too many hidden charges. Number portability was straightforward and fast. Speed drops to nthng during peak hours. Unusable.,Postpaid Plans|Number Portability|Internet Speed,Negative|Positive|Negative,3
fb_03241,Postpaid plan benefits are excellent for professionals. Number portability was straightforward and fast. Fast internet speed for streaming and gaming. No buffering. Coverage is strong everywhere I go. Reliable network.,Postpaid Plans|Number Portability|Internet Speed|Network Coverage,Positive|Positive|Positive|Positive,4
fb_03242,Love how they charge premium for buffering and timeouts... Truly innovative...,Internet Speed,Negative,1
fb_03243,Number portability completed in 2 days. Smooth process. Speed fluctuates wildly. Inconsistent and unreliable.,Number Portability|Internet Speed,Positive|Negative,2
fb_03244,Postpaid plan doesnt deliver what was promised. Worst coverage I've experienced. Switching soon.,Postpaid Plans|Network Coverage,Negative|Negative,2
fb_03245,Number portability was straightforward and fast.,Number Portability,Positive,1
fb_03246,Coverage is decent in most places I frequent.,Network Coverage,Neutral,1
fb_03247,"Network coverage is average. Works in cities, weak in suburbs. Worst internet speed I've experienced. Complete waste of money rn",Network Coverage|Internet Speed,Neutral|Negative,2
fb_03248,Number portability took 2 weeks. Ridiculous delay. Network coverage is terrible. Zero signal in my building. Speed drops to nothing during peak hours. Unusable.,Number Portability|Network Coverage|Internet Speed,Negative|Negative|Negative,3
fb_03249,lol internet speed matches what they advertise. Impressed.,Internet Speed,Positive,1
fb_03250,Network coverage is terrible. Zero signal in my building.,Network Coverage,Negative,1
fb_03251,Billing has hidden charges that inflate the total. Customer support hung up on me. Disgusting service 🙄,Billing|Customer Support,Negative|Negative,2
fb_03252,Billing is okay. Clear enough to understand. Roaming packs are well designed for popular destinations.,Billing|Roaming,Neutral|Positive,2
fb_03253,Calls drop frequently. Echo and delay on every call.,Call Quality,Negative,1
fb_03254,Customer support resolved my issue quickly. Impressed.,Customer Support,Positive,1
fb_03255,SERIOUSLY Roaming is acceptable for short trips.,Roaming,Neutral,1
fb_03256,Billing is acceptable. No major issues.,Billing,Neutral,1
fb_03257,Roaming experience is average.,Roaming,Neutral,1
fb_03258,Billing is confusing with too many line items. Customer support is impossible to reach. 45 minute wait times. Roaming worked seamlessly abroad. No issues at all.,Billing|Customer Support|Roaming,Negative|Negative|Positive,3
fb_03259,Accurate billing every month. No discrepancies.,Billing,Positive,1
fb_03260,Customer support callback feature works well. No more waiting.,Customer Support,Positive,1
fb_03261,Roaming charges are insane.. Got a bill shock. Billing auto-pay works perfectly. Convenient.,Roaming|Billing,Negative|Positive,2
fb_03262,Billing portal is user-friendly and clear.,Billing,Positive,1
fb_03263,Got charged for services I never subscribed to. Support team was helpful and knowledgeable. Great experience. Call quality degrades badly during peak hours.,Billing|Customer Support|Call Quality,Negative|Positive|Negative,3
fb_03264,Amazing... network gone again. What a surprise. Paying premium for this 'service'.,Customer Support|Call Quality|Roaming,Positive|Positive|Negative,3
fb_03265,Roaming data speeds are fast in most countries. Billing is transparent and accurate. No hidden charges imo,Roaming|Billing,Positive|Positive,2
fb_03266,Call quality is excellent. HD voice works perfectly. Roaming data speeds are pathetically slow.,Call Quality|Roaming,Positive|Negative,2
fb_03267,Call quality is terrible.. Sounds like talking underwater.,Call Quality,Negative,1
fb_03268,Roaming experience has improved significantly. Call quality is crystal clear on VoLTE. Best I've experienced. Billing errors every month. Overcharged again.,Roaming|Call Quality|Billing,Positive|Positive|Negative,3
fb_03269,Support on WhatsApp is responsive and efficient. Cant have a proper conversation. Quality is garbage. Roaming activation is automatic. Very convenient. Billing notifications are timely and helpful.,Customer Support|Call Quality|Roaming|Billing,Positive|Negative|Positive|Positive,4
fb_03270,Billing portal is user-friendly and clear.,Billing,Positive,1
fb_03271,Crystal clear calls every time. Never had a dropped call. Roaming charges appeared without activating any pack. Customer support IVR is the worst. 20 options before a human. Billing is transparent and accurate. No hidden charges...,Call Quality|Roaming|Customer Support|Billing,Positive|Negative|Negative|Positive,4
fb_03272,Support takes weeks to resolve simple issues. Call quality is average. Works for most situations.,Customer Support|Call Quality,Negative|Neutral,2
fb_03273,Customer support resolved my issue quickly. Impressed.,Customer Support,Positive,1
fb_03274,Billing dispute took weeks to resolve.,Billing,Negative,1
fb_03275,Billing notifications are timely and helpful.,Billing,Positive,1
fb_03276,Roaming activation is automatic. Very convenient. Support on WhatsApp is responsive and efficient.,Roaming|Customer Support,Positive|Positive,2
fb_03277,Calls are clear and crisp. No echo or delay. Billing portal is user-friendly and clear.,Call Quality|Billing,Positive|Positive,2
fb_03278,Got charged for services I never subscribed to. Call quality is the WORST. Robotic voice and static.,Billing|Call Quality,Negative|Negative,2
fb_03279,Roaming experience was terrible. No connectivity for hours.,Roaming,Negative,1
fb_03280,Call quality is excellent. HD voice works perfectly. Roaming charges appeared without activating any pack. Billing is standard. Nothing unusual.,Call Quality|Roaming|Billing,Positive|Negative|Neutral,3
fb_03281,Billing portal is user-friendly and clear. Roaming experience has improved significantly. Customer support callback feature works well. No more waiting.,Billing|Roaming|Customer Support,Positive|Positive|Positive,3
fb_03282,Customer support resolved my issue quickly. Impressed. Roaming activation is automatic. Very convenient. Call quality is standard. Gets the job done. Accurate billing every month. No discrepancies.,Customer Support|Roaming|Call Quality|Billing,Positive|Positive|Neutral|Positive,4
fb_03283,Customer support agent went above and beyond to help. Roaming activation is automatic. Very convenient.,Customer Support|Roaming,Positive|Positive,2
fb_03284,lol got charged for services I never subscribed to.,Billing,Negative,1
fb_03285,Accurate billing every month. No discrepancies.,Billing,Positive,1
fb_03286,Roaming is unreliable in many countries.,Roaming,Negative,1
fb_03287,Customer support resolved my issue quickly. Impressed. Roaming charges r insane. Got a bill shock. Call quality is crystal clear on VoLTE. Best I've experienced.,Customer Support|Roaming|Call Quality,Positive|Negative|Positive,3
fb_03288,Calls are clear and crisp. No echo or delay.,Call Quality,Positive,1
fb_03289,Call quality is crystal clear on VoLTE. Best I've experienced. Customer support is polite but slow to resolve issues.,Call Quality|Customer Support,Positive|Neutral,2
fb_03290,Roaming activation is automatic. Very convenient. Customer support is acceptable. Nothing special.,Roaming|Customer Support,Positive|Neutral,2
fb_03291,Call quality degrades badly during peak hours.,Call Quality,Negative,1
fb_03292,Customer support callback feature works well. No more waiting.,Customer Support,Positive,1
fb_03293,Roaming data speeds are pathetically slow. Call quality is terrible. Sounds like talking underwater. Billing notifications are timely and helpful.,Roaming|Call Quality|Billing,Negative|Negative|Positive,3
fb_03294,Call quality is crystal clear on VoLTE. Best I've experienced.,Call Quality,Positive,1
fb_03295,Billing is transparent and accurate. No hidden charges. Call quality on this network is superior to competitors.,Billing|Call Quality,Positive|Positive,2
